# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
DEPDC5	ENSG00000100150	ENST00000645560	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645564	protein_coding	0	0	0	33	0	0	0	0	0	0	9	0	24	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645693	protein_coding	0	0	0	33	0	0	0	0	0	0	9	0	24	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645711	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645755	nonsense_mediated_decay	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645785	retained_intron	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645893	retained_intron	0	0	0	65	0	0	0	0	0	0	1	0	64	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000645967	nonsense_mediated_decay	0	0	0	16	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646135	retained_intron	0	0	0	39	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	4
DEPDC5	ENSG00000100150	ENST00000646383	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646465	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646515	nonsense_mediated_decay	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646755	protein_coding	0	0	0	14	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646830	processed_transcript	0	0	0	33	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	9
DEPDC5	ENSG00000100150	ENST00000646969	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000646998	nonsense_mediated_decay	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000647289	retained_intron	0	0	0	9	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000647343	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000647438	protein_coding	0	0	0	14	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0
DEPDC5	ENSG00000100150	ENST00000651528	protein_coding	0	0	0	70	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0
DESI1	ENSG00000100418	ENST00000263256	protein_coding	0	0	1	51	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	22
DESI1	ENSG00000100418	ENST00000463886	processed_transcript	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
DESI1	ENSG00000100418	ENST00000468151	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
DESI1	ENSG00000100418	ENST00000482612	retained_intron	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
DGCR11	ENSG00000273311	ENST00000609958		0	0	0	17	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14
DGCR2	ENSG00000070413	ENST00000263196	protein_coding	0	0	0	91	0	0	0	0	0	0	3	0	66	0	0	0	0	0	0	0	0	22
DGCR2	ENSG00000070413	ENST00000389262	nonsense_mediated_decay	0	0	0	91	0	0	0	0	0	0	3	0	66	0	0	0	0	0	0	0	0	22
DGCR2	ENSG00000070413	ENST00000467659	retained_intron	0	0	0	26	0	0	0	0	0	0	3	0	23	0	0	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000473832	processed_transcript	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
DGCR2	ENSG00000070413	ENST00000537045	protein_coding	0	0	0	91	0	0	0	0	0	0	3	0	66	0	0	0	0	0	0	0	0	22
DGCR2	ENSG00000070413	ENST00000545799	protein_coding	0	0	0	91	0	0	0	0	0	0	3	0	66	0	0	0	0	0	0	0	0	22
DGCR2	ENSG00000070413	ENST00000608548	processed_transcript	0	0	0	23	0	0	0	0	0	0	3	0	20	0	0	0	0	0	0	0	0	0
DGCR5	ENSG00000273032	ENST00000440005		0	0	0	31	0	0	0	0	0	0	3	0	28	0	0	0	0	0	0	0	0	0
DGCR5	ENSG00000273032	ENST00000609839		0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
DGCR5	ENSG00000273032	ENST00000675214		0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
DGCR6	ENSG00000183628	ENST00000331444	protein_coding	0	0	0	38	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000413981	protein_coding	0	0	0	38	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000427407	nonsense_mediated_decay	0	0	0	38	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000436645	processed_transcript	0	0	0	38	0	0	0	0	0	0	17	0	11	0	0	0	0	0	0	0	0	10
DGCR6	ENSG00000183628	ENST00000477156	retained_intron	0	0	0	38	0	0	0	0	0	0	19	0	11	0	5	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000480608	nonsense_mediated_decay	0	0	0	38	0	0	0	0	0	0	17	0	18	0	0	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000483718	nonsense_mediated_decay	0	0	0	60	17	0	0	0	0	0	5	0	18	0	17	0	0	0	0	0	0	3
DGCR6	ENSG00000183628	ENST00000608842	protein_coding	0	0	0	36	7	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	3
DGCR8	ENSG00000128191	ENST00000351989	protein_coding	0	2	0	109	0	0	1	0	0	0	10	0	86	0	0	0	0	0	0	0	2	12
DGCR8	ENSG00000128191	ENST00000383024	protein_coding	0	2	0	109	0	0	1	0	0	0	10	0	86	0	0	0	0	0	0	0	2	12
DGCR8	ENSG00000128191	ENST00000407755	protein_coding	0	2	0	93	0	0	0	0	0	0	10	0	80	0	0	0	0	0	0	0	2	3
DGCR8	ENSG00000128191	ENST00000457069	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16
DGCR8	ENSG00000128191	ENST00000475941	retained_intron	0	0	0	37	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	24
DGCR8	ENSG00000128191	ENST00000485802	retained_intron	0	0	0	44	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	34
DGCR8	ENSG00000128191	ENST00000491892	retained_intron	0	0	0	82	0	0	0	0	0	0	3	0	72	0	2	0	0	0	0	0	0	5
DGCR8	ENSG00000128191	ENST00000495351	retained_intron	0	0	0	40	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	36
DGCR8	ENSG00000128191	ENST00000495826	retained_intron	0	0	0	95	0	0	0	0	0	0	10	0	80	0	2	0	0	0	0	0	0	3
DGCR8	ENSG00000128191	ENST00000498171	retained_intron	0	0	0	95	0	0	0	0	0	0	10	0	80	0	2	0	0	0	0	0	0	3
DMC1	ENSG00000100206	ENST00000216024	protein_coding	0	0	0	48	1	0	0	0	0	0	7	0	40	0	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000415483	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000428462	protein_coding	0	0	0	48	1	0	0	0	0	0	7	0	40	0	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000439567	protein_coding	0	0	0	22	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000464842	processed_transcript	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
DMC1	ENSG00000100206	ENST00000478820	retained_intron	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
DNAJB7	ENSG00000172404	ENST00000307221	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DRG1	ENSG00000185721	ENST00000548143	nonsense_mediated_decay	0	0	0	120	0	0	0	0	0	0	27	0	93	0	0	0	0	0	0	0	0	0
DRG1	ENSG00000185721	ENST00000629688	protein_coding	0	0	0	59	0	0	0	0	0	0	26	0	33	0	0	0	0	0	0	0	0	0
DRICH1	ENSG00000189269	ENST00000317749	protein_coding	2	1	0	49	0	0	0	0	0	0	6	0	32	0	0	0	1	0	1	0	1	12
DRICH1	ENSG00000189269	ENST00000614553	protein_coding	2	1	0	40	0	0	0	0	0	0	3	0	29	0	0	0	1	0	1	0	1	9
DUSP18	ENSG00000167065	ENST00000334679	protein_coding	0	0	0	20	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000342474	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000377087	nonsense_mediated_decay	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000403268	protein_coding	0	0	0	20	4	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000404885	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000407308	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000412865	nonsense_mediated_decay	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000430175	nonsense_mediated_decay	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000442752	protein_coding	0	0	0	20	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
DUSP18	ENSG00000167065	ENST00000461301	processed_transcript	0	0	0	20	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
E2F6P2	ENSG00000224688	ENST00000420708	processed_pseudogene	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
E2F6P3	ENSG00000226885	ENST00000441743	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000262726	protein_coding	0	0	2	245	0	0	0	0	0	0	17	0	228	2	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000356087	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000396231	protein_coding	0	0	2	246	0	0	0	0	0	0	18	0	228	2	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000404038	retained_intron	0	0	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000461800	processed_transcript	0	0	0	115	0	0	0	0	0	0	18	0	72	0	0	0	0	0	0	0	0	25
EFCAB6	ENSG00000186976	ENST00000468552	retained_intron	0	0	0	194	0	0	0	0	0	0	0	0	192	0	2	0	0	0	0	0	0	0
EFCAB6	ENSG00000186976	ENST00000477145	processed_transcript	0	0	0	37	0	0	0	0	0	0	17	0	15	0	0	0	0	0	0	0	0	5
EFCAB6	ENSG00000186976	ENST00000483324	processed_transcript	0	0	0	37	0	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	0
EFCAB6-AS1	ENSG00000223843	ENST00000431327		0	0	0	48	0	0	0	0	0	0	5	0	43	0	0	0	0	0	0	0	0	0
EFCAB6-AS1	ENSG00000223843	ENST00000656483		0	0	0	66	0	0	0	0	0	0	8	0	53	0	5	0	0	0	0	0	0	0
EFCAB6-DT	ENSG00000261251	ENST00000563715		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000381683	protein_coding	0	0	0	55	0	0	0	0	0	0	16	0	39	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000406934	protein_coding	0	0	0	55	3	0	0	0	0	0	13	0	39	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000412331	protein_coding	0	0	0	55	8	0	0	0	0	0	8	0	39	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000414316	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000436452	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000439997	nonsense_mediated_decay	0	0	0	13	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000450376	protein_coding	0	0	0	42	3	0	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	11
EIF3L	ENSG00000100129	ENST00000451427	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000460638	retained_intron	0	0	0	31	0	0	0	0	0	0	13	0	5	0	3	0	0	0	0	0	0	10
EIF3L	ENSG00000100129	ENST00000464790	processed_transcript	0	0	0	19	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000476955	processed_transcript	0	0	0	18	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000477256	retained_intron	0	0	0	50	0	0	0	0	0	0	16	0	34	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000482600	retained_intron	0	0	0	55	0	0	0	0	0	0	13	0	33	0	3	0	0	0	0	0	0	6
EIF3L	ENSG00000100129	ENST00000624234	protein_coding	0	0	0	55	5	0	0	0	0	0	11	0	39	0	0	0	0	0	0	0	0	0
EIF3L	ENSG00000100129	ENST00000652021	protein_coding	0	0	0	55	8	0	0	0	0	0	8	0	39	0	0	0	0	0	0	0	0	0
EIF4ENIF1	ENSG00000184708	ENST00000330125	protein_coding	0	0	0	53	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	15
EIF4ENIF1	ENSG00000184708	ENST00000344710	protein_coding	0	0	0	53	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	15
EIF4ENIF1	ENSG00000184708	ENST00000397518	protein_coding	0	0	0	54	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	16
EIF4ENIF1	ENSG00000184708	ENST00000397520	protein_coding	0	0	0	67	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	10
EIF4ENIF1	ENSG00000184708	ENST00000397523	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	13
EIF4ENIF1	ENSG00000184708	ENST00000397525	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	13
EIF4ENIF1	ENSG00000184708	ENST00000423097	protein_coding	0	0	0	51	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	13
EIF4HP2	ENSG00000237977	ENST00000424380	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ELFN2	ENSG00000166897	ENST00000402918	protein_coding	0	0	0	52	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000414347	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3
ELFN2	ENSG00000166897	ENST00000415408	processed_transcript	0	0	0	52	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ELFN2	ENSG00000166897	ENST00000424973	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3
ELFN2	ENSG00000166897	ENST00000435824	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	3
ELFN2	ENSG00000166897	ENST00000451509	processed_transcript	0	0	0	52	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ELFN2	ENSG00000243902	ENST00000430883		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ELFN2	ENSG00000243902	ENST00000452946		0	0	0	52	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ENSG00000100101	ENSG00000100101	ENST00000455236	nonsense_mediated_decay	0	0	0	41	0	0	0	0	0	0	0	0	40	0	1	0	0	0	0	0	0	0
ENSG00000161132	ENSG00000161132	ENST00000438948	unprocessed_pseudogene	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ENSG00000181123	ENSG00000181123	ENST00000442126		0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
ENSG00000181123	ENSG00000181123	ENST00000610156		0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000181123	ENSG00000181123	ENST00000610737		0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000181123	ENSG00000181123	ENST00000610936		0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
ENSG00000181123	ENSG00000181123	ENST00000628773		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185065	ENSG00000185065	ENST00000431090		0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8
ENSG00000188078	ENSG00000188078	ENST00000339367	unprocessed_pseudogene	0	0	0	24	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	17
ENSG00000197210	ENSG00000197210	ENST00000420508		0	0	0	11	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0
ENSG00000199783	ENSG00000199783	ENST00000362913	snoRNA	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211683	ENSG00000211683	ENST00000390329		1	0	0	36	0	0	0	0	0	0	19	0	16	0	2	0	1	0	0	0	0	0
ENSG00000213683	ENSG00000213683	ENST00000395613	processed_pseudogene	0	0	0	60	0	0	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	13
ENSG00000213752	ENSG00000213752	ENST00000445867	processed_pseudogene	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220702	ENSG00000220702	ENST00000406912		0	0	0	17	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	4
ENSG00000222044	ENSG00000222044	ENST00000410099		0	0	0	32	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	19
ENSG00000223461	ENSG00000223461	ENST00000456035		0	0	0	53	0	0	0	0	0	0	18	0	7	0	4	0	0	0	0	0	0	24
ENSG00000224205	ENSG00000224205	ENST00000437021	transcribed_unprocessed_pseudogene	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224715	ENSG00000224715	ENST00000434707		0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
ENSG00000224883	ENSG00000224883	ENST00000424613		0	0	0	10	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	2
ENSG00000225282	ENSG00000225282	ENST00000439492	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000225335	ENSG00000225335	ENST00000426483		0	0	0	25	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	9
ENSG00000225335	ENSG00000225335	ENST00000607927		0	0	0	28	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	12
ENSG00000225335	ENSG00000225335	ENST00000622035		0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12
ENSG00000225528	ENSG00000225528	ENST00000424496	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225676	ENSG00000225676	ENST00000432360		0	0	0	43	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	8
ENSG00000225720	ENSG00000225720	ENST00000424436	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	ENSG00000225720	ENST00000560933	transcribed_unprocessed_pseudogene	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225720	ENSG00000225720	ENST00000684966	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226233	ENSG00000226233	ENST00000436709	processed_pseudogene	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226534	ENSG00000226534	ENST00000422450	processed_pseudogene	0	0	0	6	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	2
ENSG00000226772	ENSG00000226772	ENST00000456740		0	0	0	10	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	2
ENSG00000227370	ENSG00000227370	ENST00000417586	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000227484	ENSG00000227484	ENST00000453835		2	1	0	68	0	0	0	0	0	0	36	0	12	0	7	2	0	2	0	0	0	17
ENSG00000227519	ENSG00000227519	ENST00000430449		0	0	0	16	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0
ENSG00000227755	ENSG00000227755	ENST00000426024	transcribed_processed_pseudogene	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227755	ENSG00000227755	ENST00000454268	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227755	ENSG00000227755	ENST00000457193	processed_transcript	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228039	ENSG00000228039	ENST00000423307	processed_pseudogene	0	0	0	16	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	9
ENSG00000228161	ENSG00000228161	ENST00000413294	unprocessed_pseudogene	0	0	0	36	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	12
ENSG00000228587	ENSG00000228587	ENST00000417782		0	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4
ENSG00000228923	ENSG00000228923	ENST00000432032		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000229169	ENSG00000229169	ENST00000416920	processed_pseudogene	0	0	0	29	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229673	ENSG00000229673	ENST00000444982		0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0
ENSG00000229971	ENSG00000229971	ENST00000433970		0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230120	ENSG00000230120	ENST00000426354		0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6
ENSG00000230194	ENSG00000230194	ENST00000433141	processed_pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000230637	ENSG00000230637	ENST00000433457	unprocessed_pseudogene	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ENSG00000230741	ENSG00000230741	ENST00000453924		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231271	ENSG00000231271	ENST00000440099	unprocessed_pseudogene	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231369	ENSG00000231369	ENST00000422915	processed_pseudogene	0	0	0	33	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	0	18
ENSG00000232396	ENSG00000232396	ENST00000416352		0	0	0	30	0	0	0	0	0	0	11	0	18	0	0	0	0	0	0	0	0	1
ENSG00000232396	ENSG00000232396	ENST00000451180		0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232464	ENSG00000232464	ENST00000436423		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000232545	ENSG00000232545	ENST00000444093		0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232710	ENSG00000232710	ENST00000428786		0	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
ENSG00000232754	ENSG00000232754	ENST00000415054		0	0	0	12	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0
ENSG00000232926	ENSG00000232926	ENST00000420617	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ENSG00000233577	ENSG00000233577	ENST00000411511		0	0	0	12	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	4
ENSG00000233577	ENSG00000233577	ENST00000432495		0	1	0	9	0	0	0	0	0	0	6	0	1	0	1	0	0	1	0	0	0	2
ENSG00000233720	ENSG00000233720	ENST00000440562	unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2
ENSG00000233739	ENSG00000233739	ENST00000445483		0	0	0	24	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	8
ENSG00000234208	ENSG00000234208	ENST00000411969		0	0	0	24	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	6
ENSG00000234353	ENSG00000234353	ENST00000425948	transcribed_unprocessed_pseudogene	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234353	ENSG00000234353	ENST00000430707	processed_transcript	0	0	0	9	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
